word,word_en,tag,phrase_fr,phrase_en
impatience,impatience,nf, nous vous attendons avec impatience , we're waiting impatiently for you 
logiciel,"software, program, application",nm, il vous faudra peut-être réinstaller votre logiciel , you might have to reinstall your software 
visiblement,"obviously, clearly, visibly",adv," il se tait, se domine visiblement "," he shuts up, visibly controlling himself "
suicider,to commit suicide,v, quatre suspects se sont suicidés samedi , four suspects committed suicide Saturday 
préjugé,"prejudice, bias",nm, il est moins facile de désintégrer un préjugé qu'un atome , it's harder to smash a prejudice than an atom
impératif,"need, necessity, urgent, imperative",nadj," c'est impératif, c'est nécessaire "," it's imperative, it's necessary "
renvoi,"dismissal, expulsion, suspension, cross-reference",nm, il allait demander ton renvoi de la police , he was going to seek your suspension from the police force
charme,charm,nm, la liberté est une espèce de charme , liberty is a kind of charm 
atout,"trump, asset",nm, l'Oscar est un atout commercial de calibre mondial , the Oscar is a worldwide commercial asset
portugais,Portuguese,nadj(pl), admettons que je sois portugais , let's assume I'm Portuguese 
nord-ouest,north-west,nmi, un tremblement de terre secoue le nordouest de la Turquie , an earthquake shakes northwestern Turkey
affaiblissement,weakening,nm, l'euro a profité de l'affaiblissement du dollar , the euro has profited from the weakened dollar 
balayer,"to sweep up, sweep out",v," une fois qu'on aura balayé, ce sera à nouveau impeccable "," once we've swept it, it will be impeccable again"
peupler,"to populate, inhabit",v, l'enfer est peuplé d'anges , hell is populated by angels 
cauchemar,"nightmare, bad dream",nm, toute cette affaire est un vrai cauchemar , this whole affair is a real nightmare 
pénible,"hard, difficult, painful, tiresome",adj(f), ton incompétence devient extrêmement pénible , your incompetence is becoming extremely bothersome
venue,coming,nf, une grande nouveauté récente est la venue des nouveaux dépanneurs , a big recent trend is the arrival of new convenience stores
ballon,ball,nm, l'usage de tout autre ballon est strictement interdit , use of any other ball is strictly forbidden 
abstenir,"to abstain, refrain",v, vous feriez mieux de vous abstenir , you would do better to abstain 
affrontement,"clash, confrontation",nm, il y a eu des affrontements dans les rues , there were confrontations in the streets 
expulser,"to expel, evict, deport, throw out",v, les policiers l'expulseront légalement de la propriété , the police will evict her legally from the property
resserrer,"to tighten up, strengthen",v," nous devrions nous voir plus souvent, resserrer nos relations "," we should see each other more often, strengthen our relations"
activement,actively,adv, les évadés sont activement recherchés , the fugitives are being actively sought 
décor,"scenery, décor, set",nm, on a déjà changé le décor en milieu d'année , we already changed the decor mid-year 
compassion,compassion,nf, nous avons toujours réagi avec compassion , we have always reacted with compassion 
couronne,"crown, wreath",nf, aucune couronne ne tient sur aucune tête , crowns don't stay on anybody's head 
descente,"descent, raid, downward slope",nf, le PCF poursuit sa descente aux enfers , the French Communist Party continues its descent into hell
plancher,floor,"nm,v", il entendit la clef tomber sur le plancher , he heard the key fall onto the floor 
trentaine,about thirty,nf, je suis contente d'arriver à la trentaine , I'm happy to have reached thirty years old 
détresse,distress,nf, nous répondons à votre signal de détresse , we are responding to your distress signal 
escalier,"stairs, staircase",nm, il montait et descendait l'escalier , he climbed up and down the stairs 
barrage,"barrier, obstruction, dam, roadblock",nm, de nombreux barrages ont été érigés par la police , many barricades were erected by the police
néant,nothingness,nm, vous réduisez ma vie à néant , you're reducing my life to oblivion 
support,"support, stand",nm, reste là. c'est un support moral , stay there. it's a moral support 
effondrement,"collapse, caving-in, falling-in, breaking-down",nm, on va assister à l'effondrement de l'histoire de la finance , we'll witness a collapse of financial history
encaisser,"to receive, collect, cash",v, j'encaisserai son chèque dans la matinée , I will cash her check in the morning 
déduire,"to deduct, deduce, infer, figure out",v, j'en ai déduit de façon certaine que je l'avais perdue , I figured out for sure that I had lost it 
baptiser,"to name, christen, baptize",v, j'ai baptisé presque tous les habitants de la ville , I baptized almost everyone living in the city 
incompatible,incompatible,adj(f), les deux choses sont tout à fait incompatibles , the two things are completely incompatible 
bienvenu,welcome,nadj, j'aimerais vous souhaiter à tous la bienvenue , I would like to welcome you all 
espérance,hope,nf, je pars donc dans l'espérance de vous revoir , so I'm leaving in the hopes of seeing you again 
synthèse,"summary, synthesis",nf, il s'agit d'une synthèse fondée sur les connaissances , it's a synthesis based on knowledge 
conjoncture,"situation, climate",nf, la conjoncture économique n'est plus la même , the economic climate is not the same 
défier,"to challenge, defy, distrust",v, il aimait à défier le destin par fierté , he liked to defy destiny with pride 
baie,bay; berry,nf, la baie immense de Naples s'éployait sans fin , the immense bay of Naples extended endlessly
récompense,"reward, award",nf, ton courage mérite récompense , your courage should be rewarded 
étendue,"area, expanse, duration, extent, range",nf, il fut surpris de l'étendue de son savoir , he was surprised at the extent of her knowledge 
tiens,"ah, well","nadjpl,intj"," tiens, je te rends tes 5 livres "," here, I'm returning your 5 books "
carnet,"notebook, notepad",nm, j'inscrivais les rendez-vous sur mon carnet , I wrote the meetings in my notebook 
banc,"bench, workbench, pew",nm, il alla s'asseoir sur le banc , he went to sit on the bench 
réformer,"to re-form, reform, discharge",v, il était nécessaire de réformer l'ancien système d'assurance-chômage , it was necessary to reform the old unemployment insurance system
assise,"basis, foundation",nf, l'équité est l'une des assises fondamentales , equity is one of the fundamental bases 
énergétique,"energic, vigorous",nadj(f), c'est l'industrie des services énergétiques , it's the energy services industry 
reléguer,to relegate,v, ils sont relégués aux banquettes arrières , they have been relegated to the back bench 
architecte,architect,"nm,nf", c'est un architecte merveilleux , he's a marvelous architect 
deuxièmement,secondly,adv," deuxièmement, ce n'est pas ma faute "," second, it's not my fault "
vedette,"star, patrol boat",nf," des tas de vedettes viennent ici, vous savez "," lots of movie stars come here, you know "
intervenant,"contributor, intervener",nadj, j'ai été un intervenant de notre système de justice , I was an intervener in our justice system 
séminaire,"seminar, seminary",nm, je vais vous dire. ces séminaires m'excitent à mort , I'll tell you. these seminars bore me to death
contrer,to counter,v," heureusement, je sais comment contrer ça "," happily, I know how to counter this "
nerveux,"nervous, irritable",nadj(pl), les tests me rendent nerveux , tests make me nervous 
assaut,"assault, attack, bout",nm, vous mènerez la 1ère vague d'assaut , you will lead the first wave of attack 
couteau,knife,nm, pourquoi t'achètes des couteaux? , why are you buying knives? 
arbitraire,arbitrary,nadj(f), la police se livre à des activités arbitraires , the police are prone to arbitrary activities 
vraisemblablement,most probably,adv, les prix resteront vraisemblablement stables , the prices will likely remain stable 
propagation,"propagation, spreading",nf, vous vous acheminez vers une propagation de votre théorie? , you're making progress towards spreading your theory?
masculin,"male, masculine",nadj, je n'entendis que des voix masculines , all I heard was masculine voices 
imiter,to imitate,v, j'imitais les gestes de mes voisins , I imitated the gestures of my neghbors 
embaucher,to hire,v," en onze mois, il a embauché sept personnes ", in eleven months he hired seven people 
primordial,"primordial, basic, vital, primary",adj, la citoyenneté revêt une importance primordiale , citizenship assumes primary importance 
arbitre,"referee, arbitrer, arbitrator","nm,nf", c'est un bon arbitre. il arbitre bien , he's a good arbitrator. he judges well 
manteau,"coat, overcoat",nm, j'aurais dû enlever mon manteau et le jeter par la fenêtre , I should have removed my coat and thrown it out the window
implication,implication,nf, ceci peut avoir d'énormes implications , this could have enormous implications 
grand-père,grandfather,nm, c'est grand-père qui me l'a fait comprendre , Grandfather's the one who helped me understand that
reflet,"reflection, glint, highlight",nm, mes livres sont le reflet de mes propres expériences , my books reflect my own experiences 
requête,"request, petition",nf, la requête iranienne bloque les négociations , the Iranian request has stalled negotiations 
décliner,"to decline, refuse, turn down",v, vous avez décliné notre offre , you have declined our offer 
rideau,curtain,nm," «ferme les rideaux», dis-je "," ""close the curtains"", I said "
fermé,"shut, closed, locked",adj, je pourrais dessiner les yeux fermés , I could draw with my eyes closed 
manipulation,"handling, manipulation",nf, la manipulation génétique n'est pas une bonne chose , genetic manipulation isn't a good thing 
piquer,"to sting, bite, prick, be hot; to steal",v, ne me piquez pas mon taxi ... passez votre chemin , don't you take my taxi ... scram 
assiette,"plate, dish, bowl",nf, je prendrai l'assiette de crudités , I will take the veggie plate 
gigantesque,"gigantic, immense",nadj(f), il s'agit là d'un problème gigantesque , that's a huge problem 
rival,rival,nadj, ils ne peuvent pas tuer leur rival , they can't kill their rival 
refermer,"to close again, shut again, close up",v, j'entends la porte se refermer derrière moi , I hear the door close behind me 
écu,ecu,nm, plus de 100 millions d'écus seront gaspillés , over 100 million ecus will be wasted 
confus,"confused, embarrassed",adj(pl)," je suis très confus, je ne sais pas pourquoi ", I'm very confused  
expédition,"dispatch, shipping, shipment, expedition",nf, je n'ai jamais regretté une seule expédition , I never regretted a single expedition 
reconstituer,"to reconstitute, restore, reconstruct",v, je dois donc reconstituer des réserves , I therefore have to rebuild some reserves 
protégé,"protected, protégé",nadj, elle était sa protégée et devait normalement lui succéder , she was his protégée and should normally have replaced him
chant,song,nm, nous allons prendre des cours de chant à domicile , we're going to take singing lessons at home
diplomatie,diplomacy,nf, il y faut toute une diplomatie et une patience infinie , there we need true diplomacy and infinite patience
lieutenant,lieutenant,nm," la guerre est finie, mon lieutenant "," the war is over, Lieutenant "
réputé,"famous, renowned",adj, son personnel est réputé pour son service hors pair , its staff has a reputation for unequalled service
indirect,indirect,adj, est-ce une référence indirecte à la religion? , is that an indirect reference to religion? 
apte,capable,adj(f), la France est parfaitement apte à s'adapter , France is perfectly able to adapt 
dépêcher,"to dispatch, send, hurry",v," j'ai bloqué l'ascenseur, dépêchez vous, vite ", I'm holding the elevator 
démentir,"to deny, refute, contradict",v, la Maison Blanche a démenti cette nouvelle version , the White House contradicted this new version
sud-ouest,south-west,nmi, quelque chose approche en provenance du sud-ouest , something is coming from the southwest 
envergure,"wingspan, breadth, scope",nf, quel projet d'envergure se fait instantanément? , what large-scale project happens in an instant?
touche,"button, key, touch, touchline",nf, elle appuie sur une touche. allo? , she pushes a button. hello? 
déterminant,"determining, deciding, crucial",nadj, il a joué un rôle déterminant lors du coup d'Etat , he played a crucial role during the insurrection
sous-marin,"submarine, underwater",nadj, la marine chinoise dispose de 69 sous-marins , the Chinese navy has 69 submarines 
acheminement,"routing, shipment",nm, il aurait organisé l'acheminement des explosifs , he allegedly organized the shipment of explosives
externe,"external, outer",nadj(f), les problèmes externes se révèlent aussi importants , the external problems prove as important
hôte,"host, guest",nm, je sais accueillir mes hôtes , I know how to welcome my guests 
assassin,"murderer, assassin",nadj, l'assassin cache peut-être ses victimes , the assassin might be hiding his victims 
confirmation,confirmation,nf, les syndicats veulent une confirmation écrite , the unions want written confirmation 
tapis,"carpet, mat, covering",nm(pl), il faut les accueillir avec le tapis rouge , they should be given a red-carpet welcome 
corde,"rope, chord, string",nf, je l'ai étranglé. avec une corde , I strangled him. with a rope 
notable,"notable, noteworthy",nadj(f), il y a des disparités notables entre pays , there are noteworthy disparities among countries 
rationnel,rational,nadj, il y a une explication rationnelle à tout cela , there's a rational explanation for all that 
divin,"divine, heavenly","adj,nm"," vous êtes divine, adorable "," you're divine, adorable "
endormir,"to put to sleep, fall asleep",v, je ne voulais surtout pas m'endormir au volant , I certainly didn't want to fall asleep at the wheel
épais,"thick, pitch dark, thickly","adj(pl),adv", c'était des lunettes très épaisses , they were very thick eyeglasses 
exposé,"account, statement, talk",nadj, j'en ai parlé dans mon exposé , I spoke of it in my statement 
boutique,shop,nf," les émeutiers pillèrent les boutiques, les maisons, les ateliers "," the rioters looted shops, houses, workshops"
récolter,"to harvest, gather",v, je récolte en permanence les histoires des gens , I gather for posterity people's stories 
tchèque,Czech,nadj(f), la République tchèque est l'une des grandes démocraties , the Czech Republic is one of the great democracies
autoroute,"motorway, highway, freeway",nf, de nombreuses autoroutes ont dû être fermées , many highways had to be closed 
maternité,"maternity, motherhood",nf, j'ai pris un congé maternité , I took maternity leave 
là-dedans,"inside, in it",adv, maintenant rentre là-dedans et fais-moi du thé , now go back inside and make me some tea 
différend,"disagreement, controversy",nm, nous venons de régler le différend qui nous opposait , we have just resolved the disagreement that separated us
explicite,explicitly,adj(f), c'étaient des impératifs assez explicites , they were rather explicit requirements 
comté,"county, earldom",nm, c'est un des plus beaux comtés au Canada , it's one of the most beautiful counties in Canada 
par-dessus,over,adv, elle voulait un enfant par-dessus tout , she wanted a child more than anything 
quota,quota,nm, il ne peut justifier une hausse des quotas de phoques , he can't justify raising the seal quota 
tailler,"to cut, carve, engrave, sharpen, trim",v, le résultat fut une cote mal taillée , the result was a badly tailored quote 
apparent,"apparent, obvious",adj, je me surprenais à pleurer sans cause apparente , I surprised myself by weeping without any apparent cause
enfuir,"to run away, flee",v," je voudrais m'enfuir, mais je suis comme paralysée ", I wanted to escape but it's like I'm paralyzed
assistant,assistant,nm, j'ai demandé à être assistant stagiaire , I asked to be an intern 
portion,"portion, share",nf, les pannes ont frappé de larges portions du sud de Moscou , blackouts hit large portions of southern Moscow
allocation,"allocation, granting, allotment, allowance",nf, il dirigeait l'allocation des ressources , he directed the allocation of resources 
spéculation,speculation,nf, la fièvre de la spéculation a produit les mariages d'argent , speculation madness led to money marriages
décéder,"to die, pass away, pass on",v, une vieille dame est décédée pendant qu'elle dormait , an elderly woman died in her sleep 
serré,"tight, packed, crowded","adj,adv", le budget est serré cette année , the budget is tight this year 
enquêter,"to investigate, hold inquiry, conduct a survey",v, tu veux vraiment enquêter sur lui? , you really want to investigate him? 
dix-sept,seventeen,"det,nmi", la ville brûla pendant dix-sept jours , the city burned for seventeen days 
allonger,"to lengthen, extend, stretch out",v, je m'allongeai sur mon lit , I stretched out on my bed 
chauffeur,"driver, chauffeur",nm, le chauffeur du véhicule n'a pas été identifié , the driver of the vehicle has not been identified 
prospérité,prosperity,nf, la société japonaise a connu une grande prospérité , Japanese society enjoyed great prosperity 
ambiguïté,ambiguity,nf, cette affirmation cache encore bien des ambiguïtés , this assertion still hides several ambiguities
bourgeois,middle class,nadj(pl), ses parents vivaient comme des bourgeois , her parents lived like middle-class people 
touristique,"holiday, tourist",adj(f), elle évite les lieux touristiques , she avoids tourist traps 
obscur,"dark, vague, obscure",adj, c'est le combat entre les forces obscures et les forces de la lumière , it's the struggle between the dark forces and the forces of light
cou,neck,nm, elle nouait ses bras à mon cou , she wrapped her arms around my neck 
invention,invention,nf, le calendrier est une invention humaine , the calendar is a human invention 
boucle,"loop, buckle, curl",nf, ils sont si mignons avec leurs boucles blondes , they are so cute with their blond curls 
flou,"blurred, fuzzy, vague",adj," tout dans la pièce lui sembla flou, déformé ", everything in the room seemed blurred to him 
redire,"to say again, repeat",v, je te l'ai dit et redit ," I told you once, and then again "
consultatif,advisory,adj, ils seront réduits à un rôle consultatif , they will be relegated to an advisory role 
torturer,to torture,v, elle m'a torturée mentalement toute l'année , she tortured me mentally all year long 
carton,"cardboard, card, score",nm, il y a une petite boîte de carton où vous trouverez un carnet de timbres , there is a little cardboard box where you will find a book of stamps
effrayer,"to frighten, scare",v, le futur m'attirait et m'effrayait à la fois , the future both attracted me and scared me 
pitié,"pity, mercy",nf, enfin le ciel eut pitié de cette mère malheureuse , finally heaven had pity on this unhappy mother
complexité,complexity,nf, le livre explore la complexité de la société de l'information , the book explores the complexity of the information society
favori,favorite,nadj, le favori a gagné. nous le félicitons , the faorite won. we congratulated him 
noyau,"core, nucleus, pit",nm, il recracha le noyau d'une olive , he spat out an olive pit 
brandir,"to brandish, wield, wave",v, il brandit longuement les poings sous l'ovation , he pumped his fists as the crowd cheered 
repenser,to rethink,v, il faut complètement repenser le tourisme , tourism must be completely rethought 
timide,"timid, shy, bashful",nadj(f)," sois pas timide, petit minou "," don't be timid, little buddy "
audition,"hearing, examination, audition",nf, on a assisté aux auditions , we attended the hearings 
comptabilité,"accountancy, accounting, book-keeping",nf, il a fait beaucoup de travail en comptabilité , he worked extensively in accounting 
précaire,"precarious, makeshift",adj(f), le futur de leurs fils devient précaire , their son's future was becoming precarious 
trône,throne,nm, nous sommes des auxiliaires du trône pontifical , we are assistants to the pontifical throne 
insulter,to insult,v, jamais je ne vous aurais insulté de propos délibérés , I never would have insulted you deliberately
saut,"jump, leap",nm, il a fait le grand saut , he made the big leap 
amende,fine,nf, il devra payer l'amende , he'll have to pay the fine 
différemment,differently,adv, les femmes ont voté différemment de leurs maris , the women voted differently from their husbands
programmation,programming,nf, c'est trois heures de programmation par jour en direct , it's three hours of live daily programming
crédible,credible,adj(f)," notre système est crédible, reconnu mondialement "," our system is credible, recognized worldwide"
justification,"justification, proof",nf, on ne saurait trouver de justification au terrorisme , there's no justification for terrorism 
conservation,"preservation, preserving, retention",nf, quelles mesures de conservation peuvent être prises , what conservation measures can be taken
transit,transit,nm, le fric est en transit. bouge pas , the loot is on its way. don't move 
organisateur,"organiser, organising",nadj, il a été l'un des principaux organisateurs , he was one of the principal organizers 
galerie,gallery,nf, il y a toute une galerie de personnages , there's a whole range of personalities 
aménagement,"development, planning, fitting, adjustment",nm," alors, on a fait des aménagements "," so, we made some adjustments "
manifestant,"protester, demonstrator",nm, les manifestants ont fait monter la pression , the protesters increased the pressure 
char,tank,nm, j'entends vaguement les chars qui s'approchent , I barely hear the tanks as they approach 
criminalité,crime,nf, la prévention de la criminalité devrait être notre objectif final , crime prevention should be our ultimate goal
masquer,"to mask, conceal, put on a mask",v," le brouillard descendit des montagnes, masquant le coucher de soleil "," the fog rolled down the mountains, masking the sunset"
masque,mask,nm, je voudrais voir le visage derrière ce masque , I would like to see the face behind that mask 
dorénavant,"from now on, henceforth",adv, j'écrirai dorénavant sur les deux côtés de la page , from now on I will write on both sides of the page
festival,festival,nm, j'étais dans un festival de musique , I was in a music festival 
prôner,"to laud, extol, advocate, commend",v, l'évangile prône la pauvreté , the gospel preaches poverty 
radicalement,radically,adv," aujourd'hui, la situation est radicalement différente "," today, the situation is radically different "
franchise,"frankness, exemption, duty-free, franchise, deductible",nf, vous parlez avec une grande franchise , you speak very frankly 
ultérieur,"later, subsequent",adj, sauvegardez-la pour un traitement ultérieur , save it for subsequent processing 
expédier,"to send, dispatch",v, nous l'expédions dans des pays comme le Japon , we send him to countries like Japan 
axer,to center,v, sa morale privée était axée sur le culte de la famille , her private morals centered on family worship
propager,"to propagate, spread",v, vous propagez le malheur des gens au monde entier , you're spreading people's misery througout the world
rectifier,"to rectify, correct",v, nul n'osa l'interrompre pour rectifier , nobody dared interrupt her to correct her 
tennis,tennis,nmi, la télévision retransmettait un match de tennis , the television rebroadcast a tennis match 
avenue,avenue,nf, ils empruntèrent d'abord une grande avenue , first they took a broad street 
vengeance,revenge,nf, le désir de vengeance est bon pour la santé , the desire for revenge is healthy 
émouvoir,"to move, touch",v, j'ai été profondément ému par la cérémonie , I was deeply moved by the ceremony 
hé,hey,intj," hé, les gars, regardez par ici "," hey, guys, look over here "
génial,"inspired, great, brilliant",adj, j'ai une idée géniale , I have a brilliant idea 
réduit,"reduced, scaled-down, cut-down, tiny room, hideout",nm, nous avions une équipe très réduite , we had a team that had been greatly reduced 
alléger,"to lighten, alleviate,",v, il est temps d'alléger les impôts , it's time to reduce taxes 
vierge,virgin,nadj(f), la Vierge est célébrée deux fois l'an , the Virgin is celebrated twice a year 
meuble,piece of furniture,nadj(f), on me cache derrière un meuble , they hid me behind a piece of furniture 
rapprochement,"bringing together, coming closer, parallel",nm, nous cherchons un rapprochement entre les deux extrêmes , we're seeking a consensus between the two extremes
confession,confession,nf, la confession de mes fautes me permet de recommencer , confessing my faults allows me to start afresh
suspens,"suspension, abeyance",nm(pl), trop de questions vont rester en suspens , too many questions will remain unresolved 
dégradation,"degrading, damaging, erosion; demotion",nf, il vient de subir une nouvelle dégradation , he has just been demoted again 
vingtième,twentieth,"det,nm,nf"," la chambre obscure, au vingtième étage, cuit à gros feu "," the dark room, on the twentieth floor, is burning intensely"
agenda,"diary, planner",nm, j'écris mes poèmes dans un agenda , I write my poems in a day planner 
grand-mère,grandmother,nf, elle est allée chez sa grand-mère , she went to her grandmother's place 
phare,"lighthouse, headlight",nm, éteignez les phares! restez où vous êtes! , turn off the lights! stay where you are! 
virtuel,"virtual, potential",adj," c'est pire que l'espace virtuel, le cyberespace ", cyberspace is worse than virtual space 
gagnant,"winner, winning",nadj," j'en sortirai gagnant, finalement ", I will finally end up being the winner 
nettoyer,to clean,v, elle nettoyait la chambre , she cleaned the room 
diagnostic,diagnosis,nm, comment confirme-t-on le diagnostic de l'Alzheimer? , how does one confirm a diagnosis of Alzheimer's?
poing,"fist, punch",nm, je vais t'envoyer mon poing dans la figure! , I'm gonna give you a fist in the mug! 
étiquette,"label, ticket, etiquette, sticker, tag",nf, l'étiquette distingue un élément d'information d'un autre , the tag distinguishes one data item from another
tante,aunt,nf, j'avais été élevé par ma tante , I was raised by my aunt 
chemise,"shirt, folder",nf, le col de sa chemise était largement ouvert , the collar of her shirt was mostly open 
pile,"pile, stack, battery, tails",nf, j'ai retiré les piles du détecteur d'oxyde de carbone , I removed the batteries from the carbon monoxide detector
kilo,kilo,nm, j'ai perdu 7 kilos en un an , I lost 7 kilos in one year 
citoyenneté,citizenship,nf, la citoyenneté nous donne un sens de la communauté , citizenship gives us a sense of belonging
douceur,"softness, smoothness, mildness, gentleness, sweetness",nf, nous venons de goûter la douceur de la victoire , we have just tasted the sweetness of victory 
attester,"to attest, confirm",v, comme l'attesteront les amis qui me connaissent bien , as those friends who know me well will attest
attraper,"to catch, get, pick up",v, attention quand même : vous allez attraper un rhume , now be careful a cold
prestigieux,prestigious,adj(pl), le jeune homme cumule trois diplômes prestigieux , the young man is earning three prestigious degrees
ruiner,"to ruin, bankrupt oneself",v, maintenant je suis ruiné. je suis divorcé , I'm ruined now. I'm divorced 
croix,cross,nf(pl), fais alors un signe de croix , then make the sign of the cross 
nullement,not in the least,adv, il n'est nullement indispensable , he's by no means indispensable 
incorporer,"to incorporate, insert, merge",v, ce texte a été incorporé éventuellement dans le chapitre , this text was eventually merged into the chapter
débloquer,"to free, unfreeze, unjam, release, unblock",v, le premier ministre cherchait sans doute à débloquer le projet , the prime minister clearly sought to unblock the project
ficher,"to file; to make fun of, not care, not give a damn",v, je me fiche pas mal de ce que tu fais! , I really don't give a damn what you do 
censure,censorship,nf, j'ai toujours eu des problèmes de censure , I always had problems with censorship 
linguistique,"linguistic, linguistics",nadj(f), il est difficile de franchir la barrière linguistique , it's difficult to overcome the language barrier
accompli,accomplished,adj," mission accomplie, hein? c'est fini "," mission accomplished, eh? it's over "
terriblement,"terribly, awfully",adv, je suis terriblement navré , I'm terribly embarrassed 
main-d'œuvre,"manpower, labor, workforce",nf, une main-d'œuvre hautement qualifiée existe dans le Sud-Est asiatique , highly qualified manpower exists in south-east Asia
invasion,invasion,nf, personne ne sait exactement combien l'invasion de l'Irak va coûter , nobody knows exactly how much the invasion of Iraq will cost
orange,orange,"adji,nf", ils cultivent des oranges , they grow oranges 
jury,"jury, board of examiners",nm, c'est un jury exclusivement blanc , it's an all-white jury 
bœuf,"ox, steer, beef",nm, il est bien possible que ce bœuf ait été engraissé aux hormones , this cow may have been fattened with hormones
rallier,"to rally, win over, join",v," on veut faire de l'argent, on veut rallier les gens, faire le party "," we want to make money, we want to gather people, to party"
roue,wheel,nf," avance doucement, dis-je. les roues se mirent à tourner "," inch slowly forward, I said. the wheels began turning"
barrer,"to close, block, bar, cross",v, les deux autres me barraient la sortie , the two others blocked my way 
réaffirmer,"to reaffirm, reassert",v, il faut réaffirmer ce droit fondamental , we must reaffirm this fundamental right 
assigner,"to assign, allocate, attach, attribute",v, deux grandes tâches lui sont assignées , two great tasks are assigned to her 
souhaitable,desirable,adj(f), une dictature militaire n'est pas souhaitable dans ce pays , a military dictatorship isn't desirable in this country
soupçon,suspicion,nm, elle l'examina avec soupçon , she examined it with suspicion 
constat,"report, statement",nm, ces associations en sont arrivées à ce constat , these associations arrived at this agreement 
communisme,communism,nm, nous avons hérité du communisme une destruction massive de l'environnement , we inherited from communism massive destruction of the environment
dynamisme,dynamism,nm, quel est le secret de votre dynamisme? , what's the secret of your vitality? 
flagrant,"blatant, glaring",adj, c'est une contradiction flagrante , it's a blatant contradiction 
paire,pair,nf, une paire de gants nous suffisait , a pair of gloves was sufficient for us 
loup,wolf,nm," ce n'était pas un loup, ce n'en était que l'ombre "," it wasn't a wolf, just the shadow of one "
concerter,"to devise, consult",v, l'occasion de nous concerter avec nos groupes , the chance to consult together in our groups 
désespérer,to despair,v, il faut désespérer de ce peuple et le subjuguer , you must lose hope in this people and take them captive
subit,sudden,adj, une chaleur subite l'envahissait , a sudden heat overcame him 
diplomate,"diplomat, diplomatic","nadj(f),nm", ils sont accompagnés par un diplomate russe , they're accompanied by a Russian diplomat 
joue,cheek,nf," des larmes coulaient sur mes joues, sans arrêt ", tears rolled down my cheeks continually 
essuyer,"to wipe, dry, mop, dust",v, essuie tes larmes , wipe away your tears 
exporter,to export,v, le Canada exporte un certain nombre de produits alimentaires , Canada exports some food products
étaler,"to spread, display, apply",v, j'ai étalé mon manteau sur votre lit , I spread out my coat on your bed 
reconduire,"to renew, drive back",v, je te reconduis à l'aéroport , I'll drive you back to the airport 
handicap,handicap,nm, mon handicap est très sérieux , my handicap is very serious 
bonsoir,good evening,"intj,nm", bonsoir cher ami. quel plaisir de vous voir ," good evening, dear friend. how nice to see you "
casque,helmet,nm, je suis la seule à porter un casque au travail , I was the only one to wear a helmet at work 
autrui,others,pro, vous ne pouvez pas les louer à autrui , you're not allowed to rent them to others 
bousculer,"to knock over, knock into",v, je voulais bousculer les habitudes des gens , I wanted to shake up people's habits 
ériger,"to erect, set up",v, Hitler avait érigé un vieux symbole hindou , Hitler had erected an ancient Hindu symbol 
conversion,conversion,nf, pouvez-vous expliquer votre notion de conversion psychique? , can you explain your notion of psychic conversion?
patte,"paw, foot, leg",nf, elles marchaient de côté avec des pattes de crabe , they walked sideways crab-style 
planifier,to plan,v," plus nous planifions longtemps d'avance, mieux c'est "," the longer ahead we plan, the better "
transitoire,"transient, interim, provisional",adj(f), il y a installé l'administration transitoire , there he set up the transitional administration 
tardif,late,adj, je vous prie d'excuser mon arrivée tardive , I beg you to excuse my late arrival 
prédécesseur,predecessor,nm, il est substantiellement semblable à son prédécesseur , he's largely similar to his predecessor 
natal,"native, home",adj, il voulait quitter sa ville natale , he wanted to leave his hometown 
humour,humour,nm," sans humour, tu ne survis pas "," without humor, you don't survive "
défaillance,"fault, failure, breakdown, blackout, weakness",nf, je connaissais mes défaillances et je les regrettais , I knew my shortcomings and I regretted them
hélas,alas,intj," hélas, je ne pourrai pas "," alas, I won't be able to "
cabine,"hut, cubicle, booth, box, room",nf, elle dort dans une cabine , she's sleeping in a cabin 
fardeau,burden,nm, le gouvernement doit alléger le fardeau des entreprises , the government must lighten the load of companies
héritier,heir,nm, il n'a pas d'héritiers directs , he has no direct heirs 
apport,"supply, contribution",nm, cite-moi un seul apport positif de la technologie , name me one positive contribution from technology
remboursement,reimbursement,nm," s'ils veulent un remboursement, je le prendrais sur ta paye "," if they want reimbursement, I'll take it from your paycheck"
échelon,"rung, step, grade, echelon",nm," j'ai tenté de grimper encore un échelon, pour lui échapper ", I tried to crawl up one more rung to escape him
fondre,"to melt, merge",v," quel pudding exquis, il fond dans la bouche ", what exquisite pudding 
occurrence,"instance, case, occurrence",nf, nous pourrions compter sur les doigts de la main les occurrences du mot , we could count on the fingers of one hand the occurrences of the word
authentique,"genuine, authentic",adj(f), mon objectif premier : rester authentique , my main objective: to remain authentic 
attentivement,"attentively, carefully, closely",adv, écoute-moi attentivement , listen to me carefully 
irlandais,Irish,nadj(pl), ma femme est d'origine irlandaise , my wife is of Irish background 
confortable,comfortable,adj(f), ce canapé n'est pas très confortable , this sofa is not very comfortable 
au-dessous,underneath,adv, la température descend au-dessous de -40 , the temperature is falling below  
fonctionnel,functional,adj," vous savez, tout est fonctionnel "," you know, everything works "
panne,"breakdown, failure",nf, ton téléphone est en panne , your telephone doesn't work 
adieu,"goodbye, farewell, adieu","intj,nm", je ne t'aime plus. adieu , I don't love you any more. farewell 
